nama_menu,harga_menu,kategori_course,profil_rasa,nama_restoran,link_restoran,Alamat
Lychee Squash,27000,Beverage,manis dingin,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Roti Bakar Cokelat,19000,Dessert,manis,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Roti Bakar Keju,19000,Dessert,manis gurih,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Roti Bakar Kacang,19000,Dessert,mais ,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Roti Bakar Strawberry,19000,Dessert,manis ,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Roti Bakar Choco Keju,21000,Dessert,manis gurih,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Roti Bakar Strawberry Coklat,21000,Dessert,manis,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Roti Bakar Kacang Coklat,21000,Dessert,manis,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Roti Bakar Kacang Keju,21000,Dessert,manis gurih,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Roti Bakar Strawberry Keju,21000,Dessert,manis gurih,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Pisang Bakar Cokelat,18000,Dessert,manis,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Pisang Bakar Keju,18000,Dessert,manis gurih,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Pisang Bakar Choco Keju,20000,Dessert,manis ,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Pisang Goreng Cokelat,18000,Dessert,manis,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Pisang Goreng Keju,18000,Dessert,manis gurih,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Pisang Goreng Cokelat - Keju,20000,Dessert,manis gurih,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Nasi Goreng Spesial,30000,Main Course,asin gurih  ayam nasi,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Crispy Chicken,30000,Main Course,asin gurih  ayam nasi,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Ricebowl Beef,35000,Main Course,asin gurih  ayam nasi,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Mie Goreng Spesial,30000,Main Course,asin gurih manis  telur daging sayur mie,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Chicken Katsu,30000,Main Course,asin gurih   ayam nasi,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Mie Ayam Spesial,30000,Main Course,asin gurih  ayam ceker bakso sayur mie,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Nasi Goreng Cabai Hijau,30000,Main Course,asin gurih pedas  ayam telur nasi,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Chicken Pop,30000,Main Course,asin gurih  ayam nasi,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
French Fries + Otak - Otak,27000,Appetizer,asin gurih,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
French Fries,25000,Appetizer,asin gurih,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Otak - Otak,18000,Appetizer,asin gurih,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Dounat Choco,16000,Dessert,manis,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Dounat Nut,16000,Dessert,manis,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Dounat Cheese,16000,Dessert,manis gurih,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Dounat Strawberry,16000,Dessert,manis,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Tempe Mendoan,20000,Appetizer,asin gurih,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Siomay Keriting,30000,Appetizer,asin gurih,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Spring Roll,27000,Appetizer,asin gurih ,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Lumpia Kulit Tahu,27000,Appetizer,asin gurih  ,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Siomay,27000,Appetizer,asin gurih,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Chikaw,27000,Appetizer,asin gurih,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Coconut Matcha Cloud,33000,Beverage,manis pahit dingin,Kopidarihati,https://gofood.co.id/jakarta/restaurant/kopi-dari-hati-kalisari-23801c14-0c4b-4f98-be52-1b7474e43a52,"Jl. Kalisari II No. 99 Rt 003 Rw 011, Kel. Kalisari Kec. Pasar Rebo Jakarta Timur 13790"
Es Kopi Nako,27500,Beverage,manis pahit dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a4,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Es Kopi Nako Jelly,31900,Beverage,manis pahit dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a5,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Es Kopi Nako Se-trong,34100,Beverage,pahit dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a6,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Es Kopi Sayang,34100,Beverage,manis pahit dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a7,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Es Kopi Nako Duren,36300,Beverage,manis pahit dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a8,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Americano,27500,Beverage,pahit dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a9,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Cappuccino,29700,Beverage,manis pahit dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a10,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Latte,31900,Beverage,manis dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a11,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Cappuccino Ala Nako,35200,Beverage,manis pahit dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a12,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Kopi Wah,31900,Beverage,manis pahit dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a13,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Kopi Tonic,31900,Beverage,pahit dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a14,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Kopi Buah,31900,Beverage,asam pahit dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a15,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Kopi Susu Daur Baur,38500,Beverage,manis pahit dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a16,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Avocado Coffee,34100,Beverage,manis dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a17,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Love Potion,34100,Beverage,manis dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a18,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Mango Lassie,34100,Beverage,manis dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a19,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Mango Coco,34100,Beverage,manis dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a20,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Matcha Ala Nako,38500,Beverage,manis pahit dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a21,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Coklat,31900,Beverage,manis dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a22,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Coklat Hazelnut,31900,Beverage,manis dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a23,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Coklat Wah,31900,Beverage,manis dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a24,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Taro Latte,31900,Beverage,manis dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a25,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Rosberi,31900,Beverage,manis asam dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a26,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Mango Squash,31900,Beverage,manis dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a27,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Teh Mangga,27500,Beverage,manis dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a28,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Teh Buah,27500,Beverage,manis dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a29,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Teh Ella,27500,Beverage,manis asam dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a30,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Coklat Coco,34100,Beverage,manis dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a31,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Rosela Coco,29700,Beverage,manis asam dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a32,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Matcha Latte,36300,Beverage,manis pahit dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a33,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Es Kunci Nako,19800,Beverage,asam manis dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a34,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Lemon Kocok Nako,19800,Beverage,asam manis dingin,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a35,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Nasi Mangkok Cabe Garam,34100,Main Course,asin gurih pedas  sayur telur nasi,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a36,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Nasi Mangkok Lada Hitam,34100,Main Course,asin gurih pedas  sayur telur nasi,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a37,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Nasi Mangkok Mentega,34100,Main Course,asin gurih  telur sayur nasi,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a38,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Nasi Merem Melek Kekinian,38500,Main Course,asin gurih pedas  telur nasi,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a39,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Nasi Merem Melek Ayam,45100,Main Course,asin gurih pedas  ayam nasi,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a40,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Nasi Merem Melek Dori,47300,Main Course,asin gurih pedas  ikan nasi,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a41,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Nasi Merem Melek Daging,49500,Main Course,asin gurih pedas  daging nasi,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a42,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Baso Urat Cuanki,40700,Main Course,asin gurih pedas  bakso,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a43,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Mie Ayam Nako,42900,Main Course,asin gurih  ayam mie,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a44,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Mie Ayam Chili Oil,45100,Main Course,asin gurih pedas  ayam mie,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a45,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Kwetiaw Goreng,42900,Main Course,asin gurih  kwetiau,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a46,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Mie Goreng,40700,Main Course,asin gurih  mie,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a47,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Nasi Goreng Ayam,47300,Main Course,asin gurih  ayam nasi,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a48,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Singkong,18700,Appetizer,asin gurih,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a49,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Tempe Mendoan ,27500,Appetizer,asin gurih manis pedas  ,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a50,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Tahu Walik,35200,Appetizer,asin gurih pedas  ,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a51,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Cireng,29700,Appetizer,asin gurih ,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a52,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Kentang Goreng,27500,Appetizer,asin gurih,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a53,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Kentang Keju,33000,Appetizer,asin gurih ,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a54,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
Pempek,44000,Appetizer,asin gurih,Nako Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-nako-kalisari-92fa7b0d-6370-47a3-9ca1-fab37731f8a55,"Jl. Puskesmas No. 10, RW. 3, Kalisari, Kec. Ps Rebo, Kota Jakarta Timur"
